1{'age_gps_data': '0.50', 'easting': 2279607.0956550227, 'latd': 44.56740323166667, 'lat_direction': 'N', 'timestamp': '231441.00', 'lond': 123.27509206833334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055241', 'antenna_altitude': '51.239', 'geo_sep': '', 'latitude': '4434.0441939', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.59536806215}
2{'age_gps_data': '', 'easting': 2279611.991188386, 'latd': 44.56742504166667, 'lat_direction': 'N', 'timestamp': '231503.00', 'lond': 123.27503145, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018870', 'antenna_altitude': '59.221', 'geo_sep': '', 'latitude': '4434.0455025', 'num_sats': '10', 'horizontal_dil': '0.9', 'altitude_units': 'M', 'northing': 103879.85205385834}
1{'age_gps_data': '0.77', 'easting': 2279607.1053239964, 'latd': 44.567403165, 'lat_direction': 'N', 'timestamp': '231500.00', 'lond': 123.27509194333334, 'gps_qual': '2', 'ref_station_id': '0244*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055166', 'antenna_altitude': '51.223', 'geo_sep': '', 'latitude': '4434.0441899', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.58762359433}
3{'age_gps_data': '', 'easting': 2279608.1245973906, 'latd': 44.567418025, 'lat_direction': 'N', 'timestamp': '231504.00', 'lond': 123.27507981833334, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047891', 'antenna_altitude': '45.158', 'geo_sep': '', 'latitude': '4434.0450815', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.20478221681}
1{'age_gps_data': '0.59', 'easting': 2279607.102866065, 'latd': 44.567403145, 'lat_direction': 'N', 'timestamp': '231501.00', 'lond': 123.27509197333333, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055184', 'antenna_altitude': '51.217', 'geo_sep': '', 'latitude': '4434.0441887', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.58548438922}
2{'age_gps_data': '', 'easting': 2279612.033606788, 'latd': 44.567425305, 'lat_direction': 'N', 'timestamp': '231504.00', 'lond': 123.27503092833334, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018557', 'antenna_altitude': '59.248', 'geo_sep': '', 'latitude': '4434.0455183', 'num_sats': '10', 'horizontal_dil': '0.9', 'altitude_units': 'M', 'northing': 103879.87987454329}
3{'age_gps_data': '', 'easting': 2279608.120070858, 'latd': 44.567417948333336, 'lat_direction': 'N', 'timestamp': '231505.00', 'lond': 123.27507987166666, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047923', 'antenna_altitude': '45.166', 'geo_sep': '', 'latitude': '4434.0450769', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.19641370792}
1{'age_gps_data': '0.74', 'easting': 2279607.102965325, 'latd': 44.56740310166666, 'lat_direction': 'N', 'timestamp': '231502.00', 'lond': 123.27509197, 'gps_qual': '2', 'ref_station_id': '0244*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055182', 'antenna_altitude': '51.224', 'geo_sep': '', 'latitude': '4434.0441861', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.58066303656}
2{'age_gps_data': '', 'easting': 2279612.070814158, 'latd': 44.567425555, 'lat_direction': 'N', 'timestamp': '231505.00', 'lond': 123.27503047166667, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018283', 'antenna_altitude': '59.284', 'geo_sep': '', 'latitude': '4434.0455333', 'num_sats': '10', 'horizontal_dil': '0.9', 'altitude_units': 'M', 'northing': 103879.90639184974}
3{'age_gps_data': '', 'easting': 2279608.112060951, 'latd': 44.567417895, 'lat_direction': 'N', 'timestamp': '231506.00', 'lond': 123.27507997, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047982', 'antenna_altitude': '45.174', 'geo_sep': '', 'latitude': '4434.0450737', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.19075917266}
2{'age_gps_data': '', 'easting': 2279612.1057455437, 'latd': 44.56742576333333, 'lat_direction': 'N', 'timestamp': '231506.00', 'lond': 123.27503004166667, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018025', 'antenna_altitude': '59.313', 'geo_sep': '', 'latitude': '4434.0455458', 'num_sats': '10', 'horizontal_dil': '0.9', 'altitude_units': 'M', 'northing': 103879.92835472338}
1{'age_gps_data': '0.58', 'easting': 2279607.1023737276, 'latd': 44.56740312, 'lat_direction': 'N', 'timestamp': '231503.00', 'lond': 123.27509197833334, 'gps_qual': '2', 'ref_station_id': '0244*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055187', 'antenna_altitude': '51.205', 'geo_sep': '', 'latitude': '4434.0441872', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.5827217251}
3{'age_gps_data': '', 'easting': 2279608.111609272, 'latd': 44.56741795, 'lat_direction': 'N', 'timestamp': '231507.00', 'lond': 123.27507997833334, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047987', 'antenna_altitude': '45.164', 'geo_sep': '', 'latitude': '4434.0450770', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.19688977487}
1{'age_gps_data': '0.75', 'easting': 2279607.0983013697, 'latd': 44.56740305833333, 'lat_direction': 'N', 'timestamp': '231504.00', 'lond': 123.27509202666667, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055216', 'antenna_altitude': '51.218', 'geo_sep': '', 'latitude': '4434.0441835', 'num_sats': '05', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103877.57600536011}
2{'age_gps_data': '', 'easting': 2279607.5616176203, 'latd': 44.567404608333334, 'lat_direction': 'N', 'timestamp': '231507.00', 'lond': 123.275086265, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051759', 'antenna_altitude': '49.331', 'geo_sep': '', 'latitude': '4434.0442765', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.73241870571}
3{'age_gps_data': '', 'easting': 2279608.121486761, 'latd': 44.56741807666667, 'lat_direction': 'N', 'timestamp': '231508.00', 'lond': 123.27507986, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047916', 'antenna_altitude': '45.151', 'geo_sep': '', 'latitude': '4434.0450846', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21063357405}
1{'age_gps_data': '0.48', 'easting': 2279607.101889004, 'latd': 44.567403131666666, 'lat_direction': 'N', 'timestamp': '231505.00', 'lond': 123.275091985, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055191', 'antenna_altitude': '51.197', 'geo_sep': '', 'latitude': '4434.0441879', 'num_sats': '05', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103877.58403552137}
2{'age_gps_data': '', 'easting': 2279607.5762913805, 'latd': 44.567404778333334, 'lat_direction': 'N', 'timestamp': '231508.00', 'lond': 123.27508608833334, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051653', 'antenna_altitude': '49.318', 'geo_sep': '', 'latitude': '4434.0442867', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.75081563555}
3{'age_gps_data': '', 'easting': 2279611.0175898504, 'latd': 44.56743054166667, 'lat_direction': 'N', 'timestamp': '231509.00', 'lond': 123.27504397833333, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5026387', 'antenna_altitude': '52.069', 'geo_sep': '', 'latitude': '4434.0458325', 'num_sats': '09', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103880.49701653887}
1{'age_gps_data': '0.74', 'easting': 2279607.1067349035, 'latd': 44.56740315333333, 'lat_direction': 'N', 'timestamp': '231506.00', 'lond': 123.275091925, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055155', 'antenna_altitude': '51.203', 'geo_sep': '', 'latitude': '4434.0441892', 'num_sats': '05', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103877.58627797198}
2{'age_gps_data': '', 'easting': 2279607.5816117865, 'latd': 44.567404855, 'lat_direction': 'N', 'timestamp': '231509.00', 'lond': 123.275086025, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051615', 'antenna_altitude': '49.279', 'geo_sep': '', 'latitude': '4434.0442913', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.75915686227}
3{'age_gps_data': '', 'easting': 2279608.1225733077, 'latd': 44.56741798, 'lat_direction': 'N', 'timestamp': '231510.00', 'lond': 123.27507984166667, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047905', 'antenna_altitude': '45.146', 'geo_sep': '', 'latitude': '4434.0450788', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.19984852336}
1{'age_gps_data': '0.52', 'easting': 2279607.1046993476, 'latd': 44.56740314, 'lat_direction': 'N', 'timestamp': '231507.00', 'lond': 123.27509195, 'gps_qual': '2', 'ref_station_id': '0244*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055170', 'antenna_altitude': '51.199', 'geo_sep': '', 'latitude': '4434.0441884', 'num_sats': '05', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103877.58486547694}
2{'age_gps_data': '', 'easting': 2279607.5816193963, 'latd': 44.56740489166667, 'lat_direction': 'N', 'timestamp': '231510.00', 'lond': 123.27508602666667, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051616', 'antenna_altitude': '49.255', 'geo_sep': '', 'latitude': '4434.0442935', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.76323332172}
3{'age_gps_data': '', 'easting': 2279608.1225720583, 'latd': 44.567417945, 'lat_direction': 'N', 'timestamp': '231511.00', 'lond': 123.27507984, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047904', 'antenna_altitude': '45.141', 'geo_sep': '', 'latitude': '4434.0450767', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.19595715031}
1{'age_gps_data': '0.73', 'easting': 2279607.1051344443, 'latd': 44.56740315, 'lat_direction': 'N', 'timestamp': '231508.00', 'lond': 123.275091945, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055167', 'antenna_altitude': '51.204', 'geo_sep': '', 'latitude': '4434.0441890', 'num_sats': '05', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103877.585962357}
2{'age_gps_data': '', 'easting': 2279607.5814628922, 'latd': 44.56740492, 'lat_direction': 'N', 'timestamp': '231511.00', 'lond': 123.27508603, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051618', 'antenna_altitude': '49.219', 'geo_sep': '', 'latitude': '4434.0442952', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.76638889313}
3{'age_gps_data': '', 'easting': 2279608.1185785187, 'latd': 44.567417973333335, 'lat_direction': 'N', 'timestamp': '231512.00', 'lond': 123.27507989166666, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047935', 'antenna_altitude': '45.144', 'geo_sep': '', 'latitude': '4434.0450784', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.19924456906}
1{'age_gps_data': '0.52', 'easting': 2279607.153048871, 'latd': 44.56740346666667, 'lat_direction': 'N', 'timestamp': '231509.00', 'lond': 123.27509135666666, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054814', 'antenna_altitude': '51.296', 'geo_sep': '', 'latitude': '4434.0442080', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103877.6195239313}
2{'age_gps_data': '', 'easting': 2279607.5864054416, 'latd': 44.567405001666664, 'lat_direction': 'N', 'timestamp': '231512.00', 'lond': 123.27508597166667, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051583', 'antenna_altitude': '49.177', 'geo_sep': '', 'latitude': '4434.0443001', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.77529902011}
3{'age_gps_data': '', 'easting': 2279612.2589321034, 'latd': 44.56743588, 'lat_direction': 'N', 'timestamp': '231513.00', 'lond': 123.27502859833334, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5017159', 'antenna_altitude': '55.050', 'geo_sep': '', 'latitude': '4434.0461528', 'num_sats': '09', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103881.04789502174}
1{'age_gps_data': '0.76', 'easting': 2279607.1664212076, 'latd': 44.56740353833333, 'lat_direction': 'N', 'timestamp': '231510.00', 'lond': 123.27509119166666, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054715', 'antenna_altitude': '51.329', 'geo_sep': '', 'latitude': '4434.0442123', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103877.6270325575}
2{'age_gps_data': '', 'easting': 2279607.598742114, 'latd': 44.567405183333335, 'lat_direction': 'N', 'timestamp': '231513.00', 'lond': 123.275085825, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051495', 'antenna_altitude': '49.155', 'geo_sep': '', 'latitude': '4434.0443110', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.79507339653}
3{'age_gps_data': '', 'easting': 2279611.522138251, 'latd': 44.56743266833333, 'lat_direction': 'N', 'timestamp': '231514.00', 'lond': 123.275037725, 'gps_qual': '1', 'ref_station_id': '*0F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5022635', 'antenna_altitude': '53.300', 'geo_sep': '', 'latitude': '4434.0459601', 'num_sats': '09', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103880.71612902544}
1{'age_gps_data': '0.61', 'easting': 2279607.1806955356, 'latd': 44.56740363833333, 'lat_direction': 'N', 'timestamp': '231511.00', 'lond': 123.27509101666666, 'gps_qual': '2', 'ref_station_id': '0244*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054610', 'antenna_altitude': '51.362', 'geo_sep': '', 'latitude': '4434.0442183', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103877.63766038325}
2{'age_gps_data': '', 'easting': 2279607.6020396845, 'latd': 44.56740525, 'lat_direction': 'N', 'timestamp': '231514.00', 'lond': 123.27508578666666, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051472', 'antenna_altitude': '49.127', 'geo_sep': '', 'latitude': '4434.0443150', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.802372301}
3{'age_gps_data': '', 'easting': 2279611.344749675, 'latd': 44.567431881666664, 'lat_direction': 'N', 'timestamp': '231515.00', 'lond': 123.27503992166666, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5023953', 'antenna_altitude': '52.892', 'geo_sep': '', 'latitude': '4434.0459129', 'num_sats': '09', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103880.6347602671}
1{'age_gps_data': '0.73', 'easting': 2279607.190293185, 'latd': 44.56740369166667, 'lat_direction': 'N', 'timestamp': '231512.00', 'lond': 123.27509089833333, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054539', 'antenna_altitude': '51.384', 'geo_sep': '', 'latitude': '4434.0442215', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103877.64326035604}
2{'age_gps_data': '', 'easting': 2279607.605259685, 'latd': 44.567405261666664, 'lat_direction': 'N', 'timestamp': '231515.00', 'lond': 123.27508574666666, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051448', 'antenna_altitude': '49.105', 'geo_sep': '', 'latitude': '4434.0443157', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.80355879199}
1{'age_gps_data': '0.45', 'easting': 2279607.2083854703, 'latd': 44.56740378666667, 'lat_direction': 'N', 'timestamp': '231513.00', 'lond': 123.275090675, 'gps_qual': '2', 'ref_station_id': '0244*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054405', 'antenna_altitude': '51.435', 'geo_sep': '', 'latitude': '4434.0442272', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103877.65320107061}
2{'age_gps_data': '', 'easting': 2279607.6073270384, 'latd': 44.567405283333336, 'lat_direction': 'N', 'timestamp': '231516.00', 'lond': 123.27508572166667, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051433', 'antenna_altitude': '49.069', 'geo_sep': '', 'latitude': '4434.0443170', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.8058967255}
3{'age_gps_data': '', 'easting': 2279608.1147096804, 'latd': 44.567417965, 'lat_direction': 'N', 'timestamp': '231516.00', 'lond': 123.27507994, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047964', 'antenna_altitude': '45.140', 'geo_sep': '', 'latitude': '4434.0450779', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.1984509863}
1{'age_gps_data': '0.73', 'easting': 2279607.2250032476, 'latd': 44.56740387666667, 'lat_direction': 'N', 'timestamp': '231514.00', 'lond': 123.27509047, 'gps_qual': '2', 'ref_station_id': '0244*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054282', 'antenna_altitude': '51.462', 'geo_sep': '', 'latitude': '4434.0442326', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103877.66263653524}
2{'age_gps_data': '', 'easting': 2279607.60900507, 'latd': 44.567405341666664, 'lat_direction': 'N', 'timestamp': '231517.00', 'lond': 123.27508570333333, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051422', 'antenna_altitude': '49.034', 'geo_sep': '', 'latitude': '4434.0443205', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.8123247521}
3{'age_gps_data': '', 'easting': 2279608.111227558, 'latd': 44.56741802333333, 'lat_direction': 'N', 'timestamp': '231517.00', 'lond': 123.27507998666667, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047992', 'antenna_altitude': '45.146', 'geo_sep': '', 'latitude': '4434.0450814', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.20505633112}
1{'age_gps_data': '0.56', 'easting': 2279607.2394785974, 'latd': 44.56740396, 'lat_direction': 'N', 'timestamp': '231515.00', 'lond': 123.27509029166667, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054175', 'antenna_altitude': '51.485', 'geo_sep': '', 'latitude': '4434.0442376', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103877.67140439898}
